,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
767,TD/dirk2.cha,CAR,put this on?,,
768,TD/dirk2.cha,CAR,okay.,,
769,TD/dirk2.cha,CAR,stuck on you.,,
770,TD/dirk2.cha,CAR,another one.,,
771,TD/dirk2.cha,CAR,there is a cow on you.,,
772,TD/dirk2.cha,CAR,horsie on you.,,
773,TD/dirk2.cha,CAR,and a lamb on you.,,
774,TD/dirk2.cha,CAR,pop.,,
775,TD/dirk2.cha,CAR,pop.,,
776,TD/dirk2.cha,CAR,look at the little circle it made on your leg.,,
777,TD/dirk2.cha,CAR,see?,,
778,TD/dirk2.cha,CHI,put it on back.,-1,preposition
779,TD/dirk2.cha,CAR,put it on back?,,
780,TD/dirk2.cha,CAR,put it on again?,,
781,TD/dirk2.cha,CHI,ya.,,
782,TD/dirk2.cha,CAR,pop.,,
783,TD/dirk2.cha,CAR,pop.,,
784,TD/dirk2.cha,CAR,pop.,,
785,TD/dirk2.cha,CHI,do it again.,1,
786,TD/dirk2.cha,CAR,do it again?,,
787,TD/dirk2.cha,CAR,one two three pop.,,
788,TD/dirk2.cha,CAR,the lamb fell off.,,
789,TD/dirk2.cha,CHI,pop.,,
790,TD/dirk2.cha,CAR,put him on your leg again.,,
791,TD/dirk2.cha,CAR,put him back.,,
792,TD/dirk2.cha,CAR,two.,,
793,TD/dirk2.cha,CAR,three.,,
794,TD/dirk2.cha,CAR,one two.,,
795,TD/dirk2.cha,CHI,two.,,
796,TD/dirk2.cha,CHI,three.,,
797,TD/dirk2.cha,CAR,good.,,
798,TD/dirk2.cha,CAR,okay.,,
799,TD/dirk2.cha,CAR,one more time.,,
800,TD/dirk2.cha,CAR,one two three.,,
801,TD/dirk2.cha,CAR,all up.,,
802,TD/dirk2.cha,CHI,all up.,0,
803,TD/dirk2.cha,CHI,do it again.,1,
804,TD/dirk2.cha,CAR,one more time.,,
805,TD/dirk2.cha,CAR,I do it again.,,
806,TD/dirk2.cha,CAR,one two three.,,
807,TD/dirk2.cha,CAR,one fell off.,,
808,TD/dirk2.cha,CAR,they are looking at you aren't they?,,
809,TD/dirk2.cha,CAR,one two.,,
810,TD/dirk2.cha,CHI,two.,,
811,TD/dirk2.cha,CHI,three.,,
812,TD/dirk2.cha,CHI,do it again.,1,
813,TD/dirk2.cha,CAR,oh you.,,
814,TD/dirk2.cha,CAR,you like.,,
815,TD/dirk2.cha,CAR,look at these little bumps on you.,,
816,TD/dirk2.cha,CAR,okay.,,
817,TD/dirk2.cha,CAR,one two three.,,
818,TD/dirk2.cha,CHI,again.,,
819,TD/dirk2.cha,CHI,pop.,,
820,TD/dirk2.cha,CHI,pop.,,
821,TD/dirk2.cha,CAR,look at these little circles on your legs where they were stuck.,,
822,TD/dirk2.cha,CHI,do it again.,1,
823,TD/dirk2.cha,CAR,okay.,,
824,TD/dirk2.cha,CAR,one two three.,,
825,TD/dirk2.cha,CHI,two.,,
826,TD/dirk2.cha,CHI,three.,,
827,TD/dirk2.cha,CHI,circle on my leg.,-1,"verb, determiner"
828,TD/dirk2.cha,CAR,circles on my leg.,,
829,TD/dirk2.cha,CAR,okay.,,
830,TD/dirk2.cha,CHI,do it again.,1,
831,TD/dirk2.cha,CAR,okay.,,
832,TD/dirk2.cha,CAR,the cow jumped out.,,
833,TD/dirk2.cha,CAR,pop.,,
834,TD/dirk2.cha,CAR,pop.,,
835,TD/dirk2.cha,CHI,pop.,,
836,TD/dirk2.cha,CAR,pop.,,
837,TD/dirk2.cha,CAR,is that silly?,,
838,TD/dirk2.cha,CAR,you're smiling.,,
839,TD/dirk2.cha,CAR,look.,,
840,TD/dirk2.cha,CAR,hey you silly Christ.,,
841,TD/dirk2.cha,CAR,you silly Christ.,,
842,TD/dirk2.cha,CAR,you're a silly boy with all these circles on you leg.,,
843,TD/dirk2.cha,CAR,pop.,,
844,TD/dirk2.cha,CAR,pop.,,
845,TD/dirk2.cha,CHI,pop.,,
846,TD/dirk2.cha,CAR,pop.,,
847,TD/dirk2.cha,CAR,pop.,,
848,TD/dirk2.cha,CAR,look.,,
849,TD/dirk2.cha,CAR,look at you.,,
850,TD/dirk2.cha,CAR,who bit you there?,,
851,TD/dirk2.cha,CAR,mosquito?,,
852,TD/dirk2.cha,CHI,do it again.,1,
853,TD/dirk2.cha,CAR,no no more.,,
854,TD/dirk2.cha,CAR,there is too many circles.,,
855,TD/dirk2.cha,CAR,look at all these.,,
856,TD/dirk2.cha,CAR,they are all around.,,
857,TD/dirk2.cha,CAR,there is one.,,
858,TD/dirk2.cha,CAR,there are plenty more over here.,,
859,TD/dirk2.cha,CAR,huh?,,
860,TD/dirk2.cha,CAR,you are not telling me about the story.,,
861,TD/dirk2.cha,CHI,do it maam.,0,
862,TD/dirk2.cha,CAR,do it on what leg?,,
863,TD/dirk2.cha,CHI,maam.,,
864,TD/dirk2.cha,CAR,put them where?,,
865,TD/dirk2.cha,CHI,maam.,,
866,TD/dirk2.cha,CAR,on me?,,
867,TD/dirk2.cha,CHI,ya.,,
868,TD/dirk2.cha,CAR,are you pulling me off?,,
869,TD/dirk2.cha,CAR,now I have circles on my leg.,,
870,TD/dirk2.cha,CHI,all right.,1,
871,TD/dirk2.cha,CAR,all right.,,
872,TD/dirk2.cha,CAR,I didn't want any circles on me.,,
873,TD/dirk2.cha,CAR,pop.,,
874,TD/dirk2.cha,CHI,pop.,,
875,TD/dirk2.cha,CAR,pop.,,
876,TD/dirk2.cha,CAR,how about looking at the story right here?,,
877,TD/dirk2.cha,CHI,do it again.,1,
878,TD/dirk2.cha,CAR,no.,,
879,TD/dirk2.cha,CAR,no more.,,
880,TD/dirk2.cha,CAR,not on me.,,
881,TD/dirk2.cha,CHI,I like that.,1,
882,TD/dirk2.cha,CAR,do you like it in the tractor?,,
883,TD/dirk2.cha,CHI,in tractor.,-1,determiner
884,TD/dirk2.cha,CAR,in the wagon.,,
885,TD/dirk2.cha,CAR,here they go.,,
886,TD/dirk2.cha,CAR,here they go bzz bzz.,,
887,TD/dirk2.cha,CAR,where are they going?,,
888,TD/dirk2.cha,CAR,in the barn?,,
889,TD/dirk2.cha,CHI,in the park.,1,
890,TD/dirk2.cha,CAR,in the park.,,
891,TD/dirk2.cha,CAR,what will they do at the park?,,
892,TD/dirk2.cha,CHI,ah do it.,-1,"subject, tense_aspect"
893,TD/dirk2.cha,CAR,oh that chicken is going in here too.,,
894,TD/dirk2.cha,CAR,can he fit?,,
895,TD/dirk2.cha,CAR,is he going into the park too?,,
896,TD/dirk2.cha,CHI,ya.,,
897,TD/dirk2.cha,CAR,what will he do at the park?,,
898,TD/dirk2.cha,CHI,fall down.,1,
899,TD/dirk2.cha,CHI,get out.,1,
900,TD/dirk2.cha,CAR,get out.,,
901,TD/dirk2.cha,CAR,what's he going to ride on?,,
902,TD/dirk2.cha,CHI,get out.,0,
903,TD/dirk2.cha,CAR,get out.,,
904,TD/dirk2.cha,CHI,they're all at the park.,1,
905,TD/dirk2.cha,CHI,that.,,
906,TD/dirk2.cha,CAR,what will he do here in the park?,,
907,TD/dirk2.cha,CHI,that.,,
908,TD/dirk2.cha,CAR,swing on the swings?,,
909,TD/dirk2.cha,CHI,where is swing?,-1,determiner
910,TD/dirk2.cha,CAR,where is the swing?,,
911,TD/dirk2.cha,CAR,where is the swing?,,
912,TD/dirk2.cha,CAR,oh the swing is over in the in the.,,
913,TD/dirk2.cha,CAR,why don't you play here a second and I'll get it.,,
914,TD/dirk2.cha,CAR,be careful at the wire.,,
915,TD/dirk2.cha,CAR,here is the swing.,,
916,TD/dirk2.cha,CAR,here is the slide.,,
917,TD/dirk2.cha,CAR,your sister.,,
918,TD/dirk2.cha,CAR,okay be careful at the wire.,,
919,TD/dirk2.cha,CAR,that's a good boy.,,
920,TD/dirk2.cha,CAR,here is the swing.,,
921,TD/dirk2.cha,CAR,here is the slide.,,
922,TD/dirk2.cha,CHI,down.,,
923,TD/dirk2.cha,CAR,is that farmer going on the swing first?,,
924,TD/dirk2.cha,CHI,ya.,,
925,TD/dirk2.cha,CAR,can he get on there?,,
926,TD/dirk2.cha,CAR,oh listen to Stephie.,,
927,TD/dirk2.cha,CAR,here is someone to go on the swings.,,
928,TD/dirk2.cha,CAR,there.,,
929,TD/dirk2.cha,CAR,the little girl and the dog.,,
930,TD/dirk2.cha,CAR,there.,,
931,TD/dirk2.cha,CAR,this boy and this farmer have to get out now.,,
932,TD/dirk2.cha,CAR,there now.,,
933,TD/dirk2.cha,CAR,swing then.,,
934,TD/dirk2.cha,CHI,walk this line walk up this line.,0,
935,TD/dirk2.cha,CHI,walk this line.,-1,"subject, tense_aspect"
936,TD/dirk2.cha,CAR,dzzz.,,
937,TD/dirk2.cha,CAR,here it goes.,,
938,TD/dirk2.cha,CHI,wee down.,0,
939,TD/dirk2.cha,CAR,wee down.,,
940,TD/dirk2.cha,CHI,wee down.,0,
941,TD/dirk2.cha,CAR,wee down the slide.,,
942,TD/dirk2.cha,CHI,wee down slide.,-1,"subject, determiner"
943,TD/dirk2.cha,CAR,does this chicken wanna go too?,,
944,TD/dirk2.cha,CAR,up up.,,
945,TD/dirk2.cha,CAR,down he goes.,,
946,TD/dirk2.cha,CHI,up.,,
947,TD/dirk2.cha,CHI,up.,,
948,TD/dirk2.cha,CAR,who goes up?,,
949,TD/dirk2.cha,CHI,man.,,
950,TD/dirk2.cha,CAR,that's the little boy.,,
951,TD/dirk2.cha,CAR,see?,,
952,TD/dirk2.cha,CAR,he is smaller.,,
953,TD/dirk2.cha,CAR,see?,,
954,TD/dirk2.cha,CAR,the man is taller and he is bigger than the boy.,,
955,TD/dirk2.cha,CHI,bigger man.,-1,determiner
956,TD/dirk2.cha,CAR,this is a little boy too but he has a hat on.,,
957,TD/dirk2.cha,CAR,see?,,
958,TD/dirk2.cha,CAR,this one is bigger.,,
959,Thomas/020609.cha,CHI,oh no.,1,
960,Thomas/020609.cha,CAR,where has this come from?,,
961,Thomas/020609.cha,CAR,what is it?,,
962,Thomas/020609.cha,CAR,a piece of silver paper.,,
963,Thomas/020609.cha,CHI,yes.,,
964,Thomas/020609.cha,CAR,you've just found it on the floor haven't you?,,
965,Thomas/020609.cha,CHI,yes.,,
966,Thomas/020609.cha,CAR,where have we just been?,,
967,Thomas/020609.cha,CHI,playgroup.,,
968,Thomas/020609.cha,CAR,playgroup.,,
969,Thomas/020609.cha,CHI,no happy birthday.,-1,other
970,Thomas/020609.cha,CAR,no.,,
971,Thomas/020609.cha,CAR,there was no happy birthday today was there?,,
972,Thomas/020609.cha,CHI,no.,,
973,Thomas/020609.cha,CAR,they only sing happy birthday if it's somebody's birthday.,,
974,Thomas/020609.cha,CAR,ah are you disappointed?,,
975,Thomas/020609.cha,CHI,yes.,,
976,Thomas/020609.cha,CHI,not singing the words.,-1,"subject, present_progressive"
977,Thomas/020609.cha,CAR,not singing the words.,,
978,Thomas/020609.cha,CHI,no.,,
979,Thomas/020609.cha,CAR,oh dear.,,
980,Thomas/020609.cha,CHI,hide the table.,0,
981,Thomas/020609.cha,CAR,hide under the table.,,
982,Thomas/020609.cha,CAR,no.,,
983,Thomas/020609.cha,CAR,I don't think so.,,
984,Thomas/020609.cha,CHI,hide the table.,0,
985,Thomas/020609.cha,CAR,no.,,
986,Thomas/020609.cha,CAR,"I think what we'll do, Thomas.",,
987,Thomas/020609.cha,CAR,we'll get you changed.,,
988,Thomas/020609.cha,CAR,let's get you changed and then we can have lunch.,,
989,Thomas/020609.cha,CAR,because.,,
990,Thomas/020609.cha,CAR,where've we been?,,
991,Thomas/020609.cha,CHI,me got fire engine.,-1,"determiner, determiner"
992,Thomas/020609.cha,CAR,are you going to play with the fire engine again?,,
993,Thomas/020609.cha,CHI,yes.,,
994,Thomas/020609.cha,CAR,where've we been?,,
995,Thomas/020609.cha,CAR,a sausagerollshop.,,
996,Thomas/020609.cha,CAR,that's how you can tell it's Tuesday.,,
997,Thomas/020609.cha,CAR,we go to the sausage roll shop on Tuesdays don't we?,,
998,Thomas/020609.cha,CHI,oh no no no no.,1,
999,Thomas/020609.cha,CHI,not me changed.,-1,"determiner, tense_aspect"
1000,Thomas/020609.cha,CAR,"yes, darling.",,
1001,Thomas/020609.cha,CAR,you need changing.,,
1002,Thomas/020609.cha,CHI,no.,,
1003,Thomas/020609.cha,CHI,play a fire engine.,-1,"subject, tense_aspect"
1004,Thomas/020609.cha,CAR,you wanna play with the fire engine.,,
1005,Thomas/020609.cha,CHI,yes.,,
1006,Thomas/020609.cha,CAR,oh perhaps you don't need your nappie changing.,,
1007,Thomas/020609.cha,CHI,no.,,
1008,Thomas/020609.cha,CAR,we'll change it after lunch shall we?,,
1009,Thomas/020609.cha,CAR,yes.,,
1010,Thomas/020609.cha,CAR,we'll change it after lunch shall we?,,
1011,Thomas/020609.cha,CAR,you'll need changing then won't you?,,
1012,Thomas/020609.cha,CHI,yes.,,
1013,Thomas/020609.cha,CAR,yes.,,
1014,Thomas/020609.cha,CHI,yes.,,
1015,Thomas/020609.cha,CHI,watch Thomas.,0,
1016,Thomas/020609.cha,CHI,mind the dressing gown.,0,
1017,Thomas/020609.cha,CAR,mind the dressing gown.,,
1018,Thomas/020609.cha,CAR,that's your pyjamas.,,
1019,Thomas/020609.cha,CHI,mind the pyjamas.,0,
1020,Thomas/020609.cha,CAR,mind the pyjamas.,,
1021,Thomas/020609.cha,CHI,yes.,,
1022,Thomas/020609.cha,CAR,we need to wash your hands as well before lunch.,,
1023,Thomas/020609.cha,CHI,a trailer too.,0,
1024,Thomas/020609.cha,CAR,and there's a trailer too.,,
1025,Thomas/020609.cha,CAR,you can see that on the floor can you?,,
1026,Thomas/020609.cha,CHI,no no no trailer.,-1,determiner
1027,Thomas/020609.cha,CAR,no trailer.,,
1028,Thomas/020609.cha,CHI,no.,,
1029,Thomas/020609.cha,CAR,"I think it's the train you're thinking of, Thomas.",,
1030,Thomas/020609.cha,CAR,shall I find the train?,,
1031,Thomas/020609.cha,CHI,yes.,,
1032,Thomas/020609.cha,CHI,another train please.,1,
1033,Thomas/020609.cha,CAR,there we are.,,
1034,Thomas/020609.cha,CAR,you like playing with your train having your lunch don't you?,,
1035,Thomas/020609.cha,CHI,yes.,,
1036,Thomas/020609.cha,CAR,right.,,
1037,Thomas/020609.cha,CAR,you just wash your hands first.,,
1038,Thomas/020609.cha,CHI,beebeebabeeba.,,
1039,Thomas/020609.cha,CAR,beebabeeba.,,
1040,Thomas/020609.cha,CHI,oh no.,1,
1041,Thomas/020609.cha,CHI,oh driver.,-1,determiner
1042,Thomas/020609.cha,CHI,on the table driver.,-1,"verb, determiner"
1043,Thomas/020609.cha,CAR,driver.,,
1044,Thomas/020609.cha,CHI,on the table.,0,
1045,Thomas/020609.cha,CAR,there we are.,,
1046,Thomas/020609.cha,CAR,give your hands a nice wash.,,
1047,Thomas/020609.cha,CAR,your hands feel quite cold.,,
1048,Thomas/020609.cha,CAR,did we walk to playgroup with Jo and Becky this morning?,,
1049,Thomas/020609.cha,CHI,yes.,,
1050,Thomas/020609.cha,CAR,and what have we found out about Aunty Jo?,,
1051,Thomas/020609.cha,CAR,she's going to have a baby isn't she?,,
1052,Thomas/020609.cha,CHI,yes.,,
1053,Thomas/020609.cha,CAR,as well as Becky to look after she's going to have a little baby next Summer.,,
1054,Thomas/020609.cha,CHI,little baby.,-1,determiner
1055,Thomas/020609.cha,CAR,a little baby next Summer.,,
1056,Thomas/020609.cha,CAR,yes.,,
1057,Thomas/020609.cha,CAR,we thought she was walking very slowly up the hill didn't we?,,
1058,Thomas/020609.cha,CAR,this morning.,,
1059,Thomas/020609.cha,CHI,yes.,,
1060,Thomas/020609.cha,CAR,and she's tired that's why.,,
1061,Thomas/020609.cha,CHI,tired.,,
1062,Thomas/020609.cha,CAR,she's tired Aunty Jo.,,
1063,Thomas/020609.cha,CAR,oh like that.,,
1064,Thomas/020609.cha,CAR,yes.,,
1065,Thomas/020609.cha,CAR,I think that's what she said.,,
1066,Thomas/020609.cha,CAR,she said.,,
1067,Thomas/020609.cha,CAR,which is what Mummy says about that hill doesn't she?,,
1068,Thomas/020609.cha,CAR,are you imitating Mummy?,,
1069,Thomas/020609.cha,CHI,a trailer please.,1,
1070,Thomas/020609.cha,CAR,just a second.,,
1071,Thomas/020609.cha,CAR,right.,,
1072,Thomas/020609.cha,CAR,let's put a bib on because we're going to have lunch aren't we?,,
1073,Thomas/020609.cha,CHI,no lunch.,-1,other
1074,Thomas/020609.cha,CHI,no.,,
1075,Thomas/020609.cha,CAR,oh yes.,,
1076,Thomas/020609.cha,CAR,I think we'll have some lunch.,,
1077,Thomas/020609.cha,CHI,no.,,
1078,Thomas/020609.cha,CAR,no.,,
1079,Thomas/020609.cha,CAR,are you not hungry?,,
1080,Thomas/020609.cha,CHI,no.,,
1081,Thomas/020609.cha,CAR,oh right.,,
1082,Thomas/020609.cha,CAR,oh well if you're not hungry.,,
1083,Thomas/020609.cha,CAR,"but I bet you are really, Thomas aren't you?",,
1084,Thomas/020609.cha,CHI,no.,,
1085,Thomas/020609.cha,CAR,oh that's what you tell me.,,
1086,Thomas/020609.cha,CAR,there we are.,,
1087,Thomas/020609.cha,CAR,there's a bit of fluff in the train isn't there?,,
1088,Thomas/020609.cha,CAR,let's blow it out.,,
1089,Thomas/020609.cha,CAR,so were you disappointed?,,
1090,Thomas/020609.cha,CHI,no.,,
1091,Thomas/020609.cha,CAR,that nobody had a birthday at toddler group this morning.,,
1092,Thomas/020609.cha,CHI,no no no birthday.,-1,other
1093,Thomas/020609.cha,CAR,no happy birthday.,,
1094,Thomas/020609.cha,CHI,no no.,1,
1095,Thomas/020609.cha,CHI,another birthday.,-1,other
1096,Thomas/020609.cha,CHI,another birthday.,-1,other
1097,Thomas/020609.cha,CAR,well next week you've got to sing happy birthday to your Granddad haven't you?,,
1098,Thomas/020609.cha,CAR,because Granddad's going to be eighty.,,
1099,Thomas/020609.cha,CHI,eighty.,,
1100,Thomas/020609.cha,CHI,oh dear.,1,
1101,Thomas/020609.cha,CHI,oh dear.,1,
1102,Thomas/020609.cha,CHI,piece train I think.,-1,"preposition, determiner"
1103,Thomas/020609.cha,CAR,what do you think?,,
1104,Thomas/020609.cha,CHI,piece trailer.,-1,"preposition, determiner"
1105,Thomas/020609.cha,CHI,oh.,,
1106,Thomas/020609.cha,CAR,yes.,,
1107,Thomas/020609.cha,CAR,I think a little bit of it's missing isn't it?,,
1108,Thomas/020609.cha,CAR,that's right.,,
1109,Thomas/020609.cha,CAR,you play with the train.,,
1110,Thomas/020609.cha,CHI,choo.,,
1111,Thomas/020609.cha,CAR,is that what the train says?,,
1112,Thomas/020609.cha,CHI,stop.,,
1113,Thomas/020609.cha,CAR,"oh Thomas, what happened to the bag that we brought back from the baker's.",,
1114,Thomas/020609.cha,CAR,oh here it is.,,
1115,Thomas/020609.cha,CHI,nothing in it.,-1,"subject, verb"
1116,Thomas/020609.cha,CHI,nothing in it.,-1,"subject, verb"
1117,Thomas/020609.cha,CAR,nothing in it.,,
1118,Thomas/020609.cha,CHI,yes.,,
1119,Thomas/020609.cha,CHI,nothing in it.,-1,"subject, verb"
1120,Thomas/020609.cha,CAR,there is something in it.,,
1121,Thomas/020609.cha,CAR,there you are.,,
1122,Thomas/020609.cha,CHI,no.,,
1123,Thomas/020609.cha,CHI,"thank you, horse.",1,
