,transcript_file,speaker_code,transcript_clean,is_grammatical,labels
8885,Thomas/021005.cha,CAR,Charlotte's twenty three?,,
8886,Thomas/021005.cha,CAR,Charlotte's second birthday.,,
8887,Thomas/021005.cha,CAR,and I shall just write underneath party two to four o'clock p m.,,
8888,Thomas/021005.cha,CAR,and I'll see tomorrow when I go into work if I can.,,
8889,Thomas/021005.cha,CHI,where has Purdie gone?,1,
8890,Thomas/021005.cha,CHI,alter my day of work.,0,
8891,Thomas/021005.cha,CAR,where's Purdie?,,
8892,Thomas/021005.cha,CAR,she's sitting under my chair.,,
8893,Thomas/021005.cha,CAR,now listen.,,
8894,Thomas/021005.cha,CAR,we forgot Lyn's birthday and that was in January.,,
8895,Thomas/021005.cha,CAR,on the twelfth of January.,,
8896,Thomas/021005.cha,CAR,so while we've got the calendar out shall we write there.,,
8897,Thomas/021005.cha,CAR,that was a Wednesday as well.,,
8898,Thomas/021005.cha,CAR,Lyn's.,,
8899,Thomas/021005.cha,CHI,Charlotte's birthday.,0,
8900,Thomas/021005.cha,CHI,yeah.,,
8901,Thomas/021005.cha,CAR,birthday.,,
8902,Thomas/021005.cha,CAR,but Lyn didn't have a party did she?,,
8903,Thomas/021005.cha,CAR,there.,,
8904,Thomas/021005.cha,CAR,and that sounds very nice.,,
8905,Thomas/021005.cha,CHI,get my train man.,0,
8906,Thomas/021005.cha,CAR,"you ready for lunch now, Thomas?",,
8907,Thomas/021005.cha,CHI,where's my train man?,1,
8908,Thomas/021005.cha,CHI,Mummy.,,
8909,Thomas/021005.cha,CHI,I train man.,-1,determiner
8910,Thomas/021005.cha,CAR,you're a train man?,,
8911,Thomas/021005.cha,CHI,yeah.,,
8912,Thomas/021005.cha,CHI,on the station platform.,0,
8913,Thomas/021005.cha,CAR,are you?,,
8914,Thomas/021005.cha,CHI,yeah.,,
8915,Thomas/021005.cha,CAR,what're you doing on the station platform?,,
8916,Thomas/021005.cha,CHI,I not drawing.,-1,present_progressive
8917,Thomas/021005.cha,CHI,I ride round in my engine all up.,-1,"preposition, other"
8918,Thomas/021005.cha,CHI,it's James.,1,
8919,Thomas/021005.cha,CHI,my James's driver.,-1,determiner
8920,Thomas/021005.cha,CAR,oh you're James's driver are you?,,
8921,Thomas/021005.cha,CHI,yeah.,,
8922,Thomas/021005.cha,CAR,right.,,
8923,Thomas/021005.cha,CHI,yes it is James there.,1,
8924,Thomas/021005.cha,CHI,I'm coming you're coming you.,-1,other
8925,Thomas/021005.cha,CAR,pardon?,,
8926,Thomas/021005.cha,CHI,not no no.,0,
8927,Thomas/021005.cha,CHI,I not got lots of seats for you.,-1,auxiliary
8928,Thomas/021005.cha,CAR,oh you've no seats for me?,,
8929,Thomas/021005.cha,CHI,no.,,
8930,Thomas/021005.cha,CAR,there's no room for Mummy?,,
8931,Thomas/021005.cha,CHI,no.,,
8932,Thomas/021005.cha,CAR,oh no.,,
8933,Thomas/021005.cha,CHI,I up.,-1,verb
8934,Thomas/021005.cha,CHI,that's my dinner chair.,1,
8935,Thomas/021005.cha,CHI,I just eated it all up.,-1,tense_aspect
8936,Thomas/021005.cha,CHI,your chair all up.,-1,verb
8937,Thomas/021005.cha,CAR,what have you eaten all up?,,
8938,Thomas/021005.cha,CHI,your chair all up.,-1,verb
8939,Thomas/021005.cha,CAR,you've eaten my chair?,,
8940,Thomas/021005.cha,CHI,yeah.,,
8941,Thomas/021005.cha,CAR,so who are you?,,
8942,Thomas/021005.cha,CAR,James?,,
8943,Thomas/021005.cha,CAR,or James's driver?,,
8944,Thomas/021005.cha,CHI,James's driver.,1,
8945,Thomas/021005.cha,CHI,that's James.,1,
8946,Thomas/021005.cha,CAR,oh I see.,,
8947,Thomas/021005.cha,CAR,the train is James and you're the driver of the engine called James are you?,,
8948,Thomas/021005.cha,CHI,engine driver.,-1,determiner
8949,Thomas/021005.cha,CHI,uh engine driver brush his my brush his hair.,-1,"determiner, sv_agreement"
8950,Thomas/021005.cha,CAR,oh well I've just brushed your hair because you look a bit windswept as well don't you?,,
8951,Thomas/021005.cha,CAR,it was very blowy outside.,,
8952,Thomas/021005.cha,CHI,my train man's all strapped up in his train.,1,
8953,Thomas/021005.cha,CAR,is he?,,
8954,Thomas/021005.cha,CAR,the train man's all strapped up in his train is he?,,
8955,Thomas/021005.cha,CHI,yeah.,,
8956,Thomas/021005.cha,CAR,and are you ready to go?,,
8957,Thomas/021005.cha,CHI,no.,,
8958,Thomas/021005.cha,CHI,not yet.,1,
8959,Thomas/021005.cha,CHI,just a minute.,1,
8960,Thomas/021005.cha,CAR,oops.,,
8961,Thomas/021005.cha,CHI,nearly.,,
8962,Thomas/021005.cha,CHI,I go now.,-1,present_progressive
8963,Thomas/021005.cha,CAR,you're going now?,,
8964,Thomas/021005.cha,CHI,mhm.,,
8965,Thomas/021005.cha,CAR,has the guard blown his whistle?,,
8966,Thomas/021005.cha,CHI,yeah.,,
8967,Thomas/021005.cha,CAR,what else does he do?,,
8968,Thomas/021005.cha,CHI,wave his flannel.,1,
8969,Thomas/021005.cha,CAR,wave his.,,
8970,Thomas/021005.cha,CHI,bye bye!,1,
8971,Thomas/021005.cha,CAR,not his flannel.,,
8972,Thomas/021005.cha,CAR,his flag.,,
8973,Thomas/021005.cha,CAR,wave his flag.,,
8974,Thomas/021005.cha,CAR,and then does he shout bye bye?,,
8975,Thomas/021005.cha,CHI,bye bye.,1,
8976,Thomas/021005.cha,CAR,oh bye bye.,,
8977,Thomas/021005.cha,CHI,choo choo choo.,0,
8978,Thomas/021005.cha,CAR,you driving off?,,
8979,Thomas/021005.cha,CAR,where are you driving to?,,
8980,Thomas/021005.cha,CHI,uh uh seaside.,-1,determiner
8981,Thomas/021005.cha,CAR,the seaside?,,
8982,Thomas/021005.cha,CAR,which seaside?,,
8983,Thomas/021005.cha,CHI,blue one.,-1,determiner
8984,Thomas/021005.cha,CAR,the blue one?,,
8985,Thomas/021005.cha,CAR,you mean the blue sea?,,
8986,Thomas/021005.cha,CHI,yeah.,,
8987,Thomas/021005.cha,CAR,going to Blackpool or to Scarborough?,,
8988,Thomas/021005.cha,CHI,uh.,,
8989,Thomas/021005.cha,CHI,Scarborough.,,
8990,Thomas/021005.cha,CAR,Scarborough?,,
8991,Thomas/021005.cha,CHI,mhm.,,
8992,Thomas/021005.cha,CAR,oh well that's quite a journey from here to Scarborough.,,
8993,Thomas/021005.cha,CAR,you might have to pass through York.,,
8994,Thomas/021005.cha,CHI,yeah.,,
8995,Thomas/021005.cha,CAR,who lives in York?,,
8996,Thomas/021005.cha,CHI,Nana Bealby.,1,
8997,Thomas/021005.cha,CAR,Nana Bealby and who else?,,
8998,Thomas/021005.cha,CHI,no what Purdie.,0,
8999,Thomas/021005.cha,CAR,well Purdie stays at Grandma's sometimes.,,
9000,Thomas/021005.cha,CAR,what about Grandad?,,
9001,Thomas/021005.cha,CHI,Grandad Bealby.,1,
9002,Thomas/021005.cha,CAR,Grandad Bealby.,,
9003,Thomas/021005.cha,CHI,train driver doing.,-1,"determiner, present_progressive, object"
9004,Thomas/021005.cha,CAR,well I think the train driver must be a bit hungry now.,,
9005,Thomas/021005.cha,CAR,is it time for the train driver's lunch?,,
9006,Thomas/021005.cha,CAR,oh you're rolling up your sleeves?,,
9007,Thomas/021005.cha,CHI,mhm.,,
9008,Thomas/021005.cha,CAR,does that mean you mean business?,,
9009,Thomas/021005.cha,CHI,mhm.,,
9010,Thomas/021005.cha,CHI,I been Tesco.,-1,"auxiliary, preposition"
9011,Thomas/021005.cha,CAR,you wanna kiss me?,,
9012,Thomas/021005.cha,CHI,I been Tesco.,-1,"auxiliary, preposition"
9013,Thomas/021005.cha,CAR,oh you've been to Tesco.,,
9014,Thomas/021005.cha,CHI,yeah.,,
9015,Thomas/021005.cha,CAR,I thought you said you wanted to kiss me.,,
9016,Thomas/021005.cha,CAR,you've been to Tesco on the train?,,
9017,Thomas/021005.cha,CHI,mhm.,,
9018,Thomas/021005.cha,CAR,ah.,,
9019,Thomas/021005.cha,CAR,oh you've given me a kiss anyway.,,
9020,Thomas/021005.cha,CHI,I got some sandwiches.,1,
9021,Thomas/021005.cha,CAR,have you?,,
9022,Thomas/021005.cha,CHI,mhm.,,
9023,Thomas/021005.cha,CAR,from Tesco.,,
9024,Thomas/021005.cha,CHI,yeah.,,
9025,Thomas/021005.cha,CAR,"did you get them for lunch, Thomas?",,
9026,Thomas/021005.cha,CHI,yeah.,,
9027,Thomas/021005.cha,CAR,that sounds nice.,,
9028,Thomas/021005.cha,CHI,yeah.,,
9029,Thomas/021005.cha,CHI,my train driver man.,-1,verb
9030,Thomas/021005.cha,CAR,well I went to the baker's in Heaton Mersey and got some sausage rolls for our lunch.,,
9031,Thomas/021005.cha,CHI,thanks.,,
9032,Thomas/021005.cha,CHI,that's my my train driver dinner.,1,
9033,Thomas/021005.cha,CAR,it is.,,
9034,Thomas/021005.cha,CAR,would you like some coleslaw with that?,,
9035,Thomas/021005.cha,CHI,um no.,1,
9036,Thomas/021005.cha,CAR,no.,,
9037,Thomas/021005.cha,CAR,what about some Quavers?,,
9038,Thomas/021005.cha,CHI,no.,,
9039,Thomas/021005.cha,CHI,yes.,,
9040,Thomas/021005.cha,CAR,yes.,,
9041,Thomas/021005.cha,CAR,I thought you might have Quavers.,,
9042,Thomas/021005.cha,CAR,are you sure you don't want some coleslaw?,,
9043,Thomas/021005.cha,CHI,no.,,
9044,Thomas/021005.cha,CAR,"there you are, sweetheart.",,
9045,Thomas/021005.cha,CHI,like some Quavers.,-1,"subject, auxiliary"
9046,Thomas/021005.cha,CAR,would you?,,
9047,Thomas/021005.cha,CHI,yeah.,,
9048,Thomas/021005.cha,CAR,what do you say?,,
9049,Thomas/021005.cha,CHI,and pastry.,0,
9050,Thomas/021005.cha,CAR,it's pastry.,,
9051,Thomas/021005.cha,CAR,yes.,,
9052,Thomas/021005.cha,CHI,I not like pastry.,-1,auxiliary
9053,Thomas/021005.cha,CAR,"you do sometimes, Thomas.",,
9054,Thomas/021005.cha,CAR,there you are.,,
9055,Thomas/021005.cha,CAR,well you must eat some of the pastry.,,
9056,Thomas/021005.cha,CAR,the whole idea of having sausage rolls rather than just sausages.,,
9057,Thomas/021005.cha,CHI,mhm.,,
9058,Thomas/021005.cha,CAR,I'm going to pinch a Quaver for me.,,
9059,Thomas/021005.cha,CHI,mhm.,,
9060,Thomas/021005.cha,CHI,"look, Mummy.",1,
9061,Thomas/021005.cha,CHI,got a sausage in my mouth.,-1,subject
9062,Thomas/021005.cha,CAR,have you got a sausage roll in your mouth?,,
9063,Thomas/021005.cha,CHI,like a sandwich.,-1,"subject, auxiliary"
9064,Thomas/021005.cha,CAR,a sandwich?,,
9065,Thomas/021005.cha,CHI,mhm.,,
9066,Thomas/021005.cha,CAR,I'm sorry we haven't got sandwiches today.,,
9067,Thomas/021005.cha,CAR,we had sandwiches yesterday.,,
9068,Thomas/021005.cha,CAR,who came for lunch yesterday?,,
9069,Thomas/021005.cha,CHI,Sister Eileen.,1,
9070,Thomas/021005.cha,CAR,who?,,
9071,Thomas/021005.cha,CHI,Sister Eileen.,1,
9072,Thomas/021005.cha,CAR,Sister Eileen.,,
9073,Thomas/021005.cha,CAR,no.,,
9074,Thomas/021005.cha,CAR,Sister Eileen came a while ago.,,
9075,Thomas/021005.cha,CAR,no.,,
9076,Thomas/021005.cha,CAR,yesterday.,,
9077,Thomas/021005.cha,CAR,who came to play?,,
9078,Thomas/021005.cha,CAR,and stayed for lunch?,,
9079,Thomas/021005.cha,CHI,Jo and Becky.,1,
9080,Thomas/021005.cha,CAR,Jo and Becky.,,
9081,Thomas/021005.cha,CAR,and we had sandwiches.,,
9082,Thomas/021005.cha,CHI,mhm.,,
9083,Thomas/021005.cha,CAR,and some salad and some coleslaw.,,
9084,Thomas/021005.cha,CHI,and Quavers.,1,
9085,Thomas/021005.cha,CAR,you had some Quavers didn't you?,,
9086,Thomas/021005.cha,CAR,and then what about dessert?,,
9087,Thomas/021005.cha,CHI,chocolate mousse.,1,
9088,Thomas/021005.cha,CAR,chocolate mousse.,,
9089,Thomas/021005.cha,CHI,mhm.,,
9090,Thomas/021005.cha,CAR,and then in the afternoon you had some fruit and some biscuits didn't you?,,
9091,Thomas/021005.cha,CHI,mhm.,,
9092,Thomas/021005.cha,CAR,you ate an apple.,,
9093,Thomas/021005.cha,CHI,Becky not want cheese.,-1,auxiliary
9094,Thomas/021005.cha,CAR,she didn't want her cheese did she?,,
9095,Thomas/021005.cha,CHI,no.,,
9096,Thomas/021005.cha,CAR,because you had some little cheese sandwiches.,,
9097,Thomas/021005.cha,CHI,mhm.,,
9098,Thomas/021005.cha,CAR,but Mummy had also cut some cheese into cubes hadn't she?,,
9099,Thomas/021005.cha,CHI,mhm.,,
9100,Thomas/021005.cha,CAR,because you had soft cheese on your sandwiches.,,
9101,Thomas/021005.cha,CAR,Dairylea spreading cheese.,,
9102,Thomas/021005.cha,CAR,but Mummy had cut some cheese into cubes and you ate yours didn't you?,,
9103,Thomas/021005.cha,CAR,but Becky didn't want that.,,
9104,Thomas/021005.cha,CAR,"she's quite a bit younger than you though, Thomas.",,
9105,Thomas/021005.cha,CHI,yeah.,,
9106,Thomas/021005.cha,CHI,I like Mummy train driver said.,-1,determiner
9107,Thomas/021005.cha,CAR,did I sound like the train driver?,,
9108,Thomas/021005.cha,CHI,the train driver said I like you.,1,
9109,Thomas/021005.cha,CAR,you like me?,,
9110,Thomas/021005.cha,CHI,mhm.,,
9111,Thomas/021005.cha,CHI,my train driver man.,0,
9112,Thomas/021005.cha,CAR,"does that taste good, Thomas?",,
9113,Thomas/021005.cha,CHI,yeah.,,
9114,Thomas/021005.cha,CAR,oh your lip's a bit sore isn't it?,,
9115,Thomas/021005.cha,CAR,you fell last night and you banged your head on a paving stone.,,
9116,Thomas/021005.cha,CHI,yeah.,,
9117,Thomas/021005.cha,CAR,and you fell on the gravel didn't you?,,
9118,Thomas/021005.cha,CAR,and you cut your lip and your mouth and your cheek.,,
9119,Thomas/021005.cha,CAR,and your hand.,,
9120,Thomas/021005.cha,CHI,mhm.,,
9121,Thomas/021005.cha,CAR,and your knee.,,
9122,Thomas/021005.cha,CHI,mhm.,,
9123,Thomas/021005.cha,CAR,you were in a poor way last night weren't you?,,
9124,Thomas/021005.cha,CHI,yeah.,,
9125,Thomas/021005.cha,CAR,taste good?,,
9126,Thomas/021005.cha,CHI,mhm.,,
9127,Thomas/021005.cha,CHI,Friday.,,
9128,Thomas/021005.cha,CHI,the cupboard's going away this night.,1,
9129,Thomas/021005.cha,CAR,what?,,
9130,Thomas/021005.cha,CHI,mhm.,,
9131,Thomas/021005.cha,CAR,you've just said.,,
9132,Thomas/021005.cha,CAR,Friday.,,
9133,Thomas/021005.cha,CAR,the cupboard's going away this night.,,
9134,Thomas/021005.cha,CAR,Friday morning at eleven o'clock this cupboard is going isn't it?,,
9135,Thomas/021005.cha,CHI,mhm.,,
9136,Thomas/021005.cha,CAR,it's being moved.,,
9137,Thomas/021005.cha,CAR,somebody's coming in a big van.,,
9138,Thomas/021005.cha,CHI,mhm.,,
9139,Thomas/021005.cha,CAR,to take it away.,,
9140,Thomas/021005.cha,CHI,Sister Sister Eileen's dad.,0,
9141,Thomas/021005.cha,CAR,it's going to Sister Eileen's house.,,
9142,Thomas/021005.cha,CHI,mhm.,,
9143,Thomas/021005.cha,CAR,did you say Sister Eileen's dad?,,
9144,Thomas/021005.cha,CHI,mhm.,,
9145,Thomas/021005.cha,CAR,I don't think it's her dad coming to pick it up.,,
9146,Thomas/021005.cha,CAR,but somebody's certainly coming to take it away.,,
9147,Thomas/021005.cha,CAR,oh you're going to miss playing in your cupboard aren't you?,,
9148,Thomas/021005.cha,CHI,mhm.,,
9149,Thomas/021005.cha,CAR,so what day is it today?,,
9150,Thomas/021005.cha,CAR,Tuesday.,,
9151,Thomas/021005.cha,CHI,it's Friday.,1,
9152,Thomas/021005.cha,CAR,no.,,
9153,Thomas/021005.cha,CAR,it's not Friday.,,
9154,Thomas/021005.cha,CAR,it's Tuesday.,,
9155,Thomas/021005.cha,CAR,you've got today and tomorrow.,,
9156,Thomas/021005.cha,CAR,Wednesday.,,
9157,Thomas/021005.cha,CAR,and the day after.,,
9158,Thomas/021005.cha,CAR,Thursday.,,
9159,Thomas/021005.cha,CHI,yeah.,,
9160,Thomas/021005.cha,CAR,so you've got today tomorrow Thursday.,,
9161,Thomas/021005.cha,CAR,you've got three almost well it's about three days to play with it.,,
9162,Thomas/021005.cha,CAR,and then on Friday Mummy's going to have to empty things out of it and give it a good clean up.,,
9163,Thomas/021005.cha,CAR,hasn't she?,,
9164,Thomas/021005.cha,CHI,mhm.,,
9165,Thomas/021005.cha,CAR,then it's going.,,
9166,Thomas/021005.cha,CHI,mhm.,,
9167,Thomas/021005.cha,CAR,oh what will Thomas play with then?,,
9168,Thomas/021005.cha,CHI,something else.,1,
9169,Thomas/021005.cha,CHI,something else.,1,
9170,Thomas/021005.cha,CAR,you'll play with something else will you?,,
9171,Thomas/021005.cha,CHI,yeah.,,
9172,Thomas/021005.cha,CAR,there's nothing else though with cupboard doors on that you can use like you do with that.,,
9173,Thomas/021005.cha,CAR,ah.,,
9174,Thomas/021005.cha,CHI,yeah.,,
9175,Thomas/021005.cha,CHI,what's this?,1,
9176,Thomas/021005.cha,CHI,where's my boxes?,0,
9177,Thomas/021005.cha,CAR,yes.,,
9178,Thomas/021005.cha,CAR,what are we going to do with all your boxes?,,
9179,Thomas/021005.cha,CHI,put them in shapes.,1,
9180,Thomas/021005.cha,CAR,put them in shapes?,,
9181,Thomas/021005.cha,CHI,yeah.,,
9182,Thomas/021005.cha,CAR,you use them to build shapes with at the moment don't you?,,
9183,Thomas/021005.cha,CAR,when you were a baby we had that cupboard through there.,,
9184,Thomas/021005.cha,CHI,mhm.,,
9185,Thomas/021005.cha,CAR,and then about the time.,,
9186,Thomas/021005.cha,CAR,I can't actually remember what happened when you started walking.,,
9187,Thomas/021005.cha,CAR,I don't think you really tried to open the cupboards.,,
9188,Thomas/021005.cha,CAR,I can't remember.,,
9189,Thomas/021005.cha,CAR,but then we had the fireplace put in didn't we?,,
9190,Thomas/021005.cha,CHI,mhm.,,
9191,Thomas/021005.cha,CAR,you hadn't been walking all that long when we had the fireplace put in.,,
9192,Thomas/021005.cha,CAR,and we moved that cupboard through here and we let you play with it.,,
9193,Thomas/021005.cha,CHI,mhm.,,
9194,Thomas/021005.cha,CAR,and you've played with it ever since haven't you?,,
9195,Thomas/021005.cha,CHI,mhm.,,
9196,Thomas/021005.cha,CAR,you're going to miss it.,,
9197,Thomas/021005.cha,CHI,mhm.,,
9198,Thomas/021005.cha,CAR,aah.,,
9199,Thomas/021005.cha,CHI,wanna play a helicopter.,-1,"subject, tense_aspect"
9200,Thomas/021005.cha,CAR,you wanna play with your helicopter?,,
9201,Thomas/021005.cha,CHI,yes.,,
9202,Thomas/021005.cha,CAR,now?,,
9203,Thomas/021005.cha,CHI,yeah.,,
9204,Thomas/021005.cha,CHI,fly up the sky.,0,
9205,Thomas/021005.cha,CAR,the helicopter go flies up to the sky does it?,,
9206,Thomas/021005.cha,CHI,yeah.,,
9207,Thomas/021005.cha,CHI,okay.,,
9208,Thomas/021005.cha,CAR,you enjoying those Quavers?,,
9209,Thomas/021005.cha,CHI,no.,,
9210,Thomas/021005.cha,CHI,it's a suitsuit.,0,
9211,Thomas/021005.cha,CAR,what's a suitsuit.,,
9212,Thomas/021005.cha,CHI,over there is the suitsuit.,0,
9213,Thomas/021005.cha,CAR,pardon?,,
9214,Thomas/021005.cha,CHI,my Quaver's a suitsuit.,0,
9215,Thomas/021005.cha,CAR,your Quaver's a suitsuit?,,
9216,Thomas/021005.cha,CHI,yeah.,,
9217,Thomas/021005.cha,CAR,"what're suitsuits, Thomas?",,
9218,Thomas/021005.cha,CHI,I don't know.,1,
9219,Thomas/021005.cha,CAR,no.,,
9220,Thomas/021005.cha,CAR,I don't know either.,,
9221,Thomas/021005.cha,CAR,I think you just made it up.,,
9222,Thomas/021005.cha,CHI,a a giraffe is suitsuit.,-1,determiner
9223,Thomas/021005.cha,CAR,pardon?,,
9224,Thomas/021005.cha,CHI,giraffe is suitsuit.,-1,determiner
9225,Thomas/021005.cha,CAR,a giraffe?,,
9226,Thomas/021005.cha,CHI,mhm.,,
9227,Thomas/021005.cha,CHI,my dustbin lorry.,0,
9228,Thomas/021005.cha,CAR,are you?,,
9229,Thomas/021005.cha,CAR,you're eating those crisps very noisily.,,
9230,Thomas/021005.cha,CAR,aren't you?,,
9231,Thomas/021005.cha,CAR,you're being a noisy boy.,,
9232,Thomas/021005.cha,CAR,and after we've had lunch Mummy has got some cleaning up to do.,,
9233,Thomas/021005.cha,CHI,mhm.,,
9234,Thomas/021005.cha,CAR,and then shall we see if we can go for another little walk?,,
9235,Thomas/021005.cha,CAR,if it's not raining too hard.,,
9236,Thomas/021005.cha,CHI,boo.,,
9237,Thomas/021005.cha,CAR,you're just making up silly words and I'm trying to have a conversation with you.,,
9238,Thomas/021005.cha,CHI,my say boo boo.,-1,"subject, sv_agreement"
9239,Thomas/021005.cha,CHI,um.,,
9240,Thomas/021005.cha,CAR,"I tell you what we'll have to do, Thomas.",,
9241,Thomas/021005.cha,CAR,we'll have to ask Lyn.,,
9242,Thomas/021005.cha,CHI,yeah.,,
9243,Thomas/021005.cha,CAR,if her and Ben and Charlotte wanna go to the airport again one day.,,
9244,Thomas/021005.cha,CAR,because we had a lot of fun that day we went didn't we?,,
9245,Thomas/021005.cha,CHI,mhm.,,
9246,Thomas/021005.cha,CAR,shall we try and do that?,,
9247,Thomas/021005.cha,CHI,mhm.,,
9248,Thomas/021005.cha,CHI,more suitsuits.,0,
9249,Thomas/021005.cha,CHI,more suitsuits.,0,
9250,Thomas/021005.cha,CAR,I don't know what you mean when you say suitsuits.,,
9251,Thomas/021005.cha,CHI,no.,,
9252,Thomas/021005.cha,CAR,I don't think you know what you mean either do you?,,
9253,Thomas/021005.cha,CHI,psh.,,
9254,Thomas/021005.cha,CHI,dustbin wagon said.,-1,determiner
9255,Thomas/021005.cha,CAR,oh is that what the dustbin wagon said?,,
9256,Thomas/021005.cha,CAR,is that noise he makes when he's lifting up the bags?,,
9257,Thomas/021005.cha,CHI,oooo.,,
9258,Thomas/021005.cha,CHI,weewee.,,
9259,Thomas/021005.cha,CAR,we saw him yesterday didn't we?,,
9260,Thomas/021005.cha,CHI,yeah.,,
9261,Thomas/021005.cha,CAR,and going to toddler group this morning we saw all the bin bags out on the other housing estate.,,
9262,Thomas/021005.cha,CAR,so we know that they have their bins emptied today.,,
9263,Thomas/021005.cha,CAR,"actually what we should do, Thomas.",,
9264,Thomas/021005.cha,CAR,we should have a little walk up there later on.,,
9265,Thomas/021005.cha,CHI,mhm.,,
9266,Thomas/021005.cha,CHI,yes.,,
9267,Thomas/021005.cha,CAR,because we know that they weren't collected when we came home about twelve o'clock.,,
9268,Thomas/021005.cha,CHI,mhm.,,
9269,Thomas/021005.cha,CAR,it was about between twelve and half past when we came home.,,
9270,Thomas/021005.cha,CHI,not on the tape.,-1,verb
9271,Thomas/021005.cha,CHI,a dustbin wagon come.,-1,tense_aspect
9272,Thomas/021005.cha,CAR,no we didn't manage to get it on tape yesterday did we?,,
9273,Thomas/021005.cha,CHI,no.,,
9274,Thomas/021005.cha,CHI,dustbin wagon pulled up.,-1,determiner
9275,Thomas/021005.cha,CAR,yes that's right.,,
9276,Thomas/021005.cha,CAR,because we'd just come home.,,
9277,Thomas/021005.cha,CAR,after Jo and Becky had finished their lunch.,,
9278,Thomas/021005.cha,CAR,we all walked to their house didn't we?,,
9279,Thomas/021005.cha,CAR,to pick up the dogs.,,
9280,Thomas/021005.cha,CAR,to take the dog for a walk.,,
9281,Thomas/021005.cha,CHI,mhm.,,
9282,Thomas/021005.cha,CAR,and then when we were walking home we heard the dustbin lorry.,,
9283,Thomas/021005.cha,CAR,and we'd just walked in the door when he arrived.,,
9284,Thomas/021005.cha,CAR,so you watched him from the window but we hadn't got time to set a tape up yesterday had we?,,
9285,Thomas/021005.cha,CAR,like we normally do.,,
9286,Thomas/021005.cha,CHI,no.,,
9287,Thomas/021005.cha,CAR,we had to do it much later on.,,
9288,Thomas/021005.cha,CAR,after the dustbin man had gone home.,,
