,transcript_file,speaker_code,transcript_clean,is_grammatical,labels,age
3727,Suppes/021006.cha,CAR,do you think they'll have play dough at your new school?,,,34
3728,Suppes/021006.cha,CHI,yup.,,,34
3729,Suppes/021006.cha,CAR,what did you do at your new school yesterday?,,,34
3730,Suppes/021006.cha,CHI,played.,,,34
3731,Suppes/021006.cha,CHI,played.,,,34
3732,Suppes/021006.cha,CAR,did you like the new school?,,,34
3733,Suppes/021006.cha,CHI,yeah.,,,34
3734,Suppes/021006.cha,CAR,who was there?,,,34
3735,Suppes/021006.cha,CHI,a lot of children.,1.0,,34
3736,Suppes/021006.cha,CAR,what did you do with those bones?,,,34
3737,Suppes/021006.cha,CHI,yup and made play dough.,-1.0,subject,34
3738,Suppes/021006.cha,CAR,and paint?,,,34
3739,Suppes/021006.cha,CAR,and then what did you do?,,,34
3740,Suppes/021006.cha,CAR,did you make a picture?,,,34
3741,Suppes/021006.cha,CAR,did you make a picture at school?,,,34
3742,Suppes/021006.cha,CHI,yup.,,,34
3743,Suppes/021006.cha,CAR,what happened to the picture?,,,34
3744,Suppes/021006.cha,CAR,where is it?,,,34
3745,Suppes/021006.cha,CAR,did you forget it?,,,34
3746,Suppes/021006.cha,CHI,yup.,,,34
3747,Suppes/021006.cha,CAR,uhoh what else did you forget at school?,,,34
3748,Suppes/021006.cha,CHI,my dolly.,1.0,,34
3749,Suppes/021006.cha,CAR,we better go on Monday and pick up your picture and your dolly.,,,34
3750,Suppes/021006.cha,CHI,yup.,,,34
3751,Suppes/021006.cha,CAR,would you like to go to that school?,,,34
3752,Suppes/021006.cha,CHI,yeah.,,,34
3753,Suppes/021006.cha,CAR,there're many nice people there weren't there?,,,34
3754,Suppes/021006.cha,CAR,did they play music?,,,34
3755,Suppes/021006.cha,CHI,yup.,,,34
3756,Suppes/021006.cha,CAR,what did you do there?,,,34
3757,Suppes/021006.cha,CHI,I play music.,-1.0,present_progressive,34
3758,Suppes/021006.cha,CAR,what kind?,,,34
3759,Suppes/021006.cha,CAR,what instrument did you play.,,,34
3760,Suppes/021006.cha,CAR,with Gary and Mel?,,,34
3761,Suppes/021006.cha,CHI,I played three blind mice.,1.0,,34
3762,Suppes/021006.cha,CAR,what?,,,34
3763,Suppes/021006.cha,CHI,on a guitar.,1.0,,34
3764,Suppes/021006.cha,CHI,on a on a guitar pluck.,-1.0,other,34
3765,Suppes/021006.cha,CAR,what did you keep in your hand?,,,34
3766,Suppes/021006.cha,CHI,a a clip.,1.0,,34
3767,Suppes/021006.cha,CAR,a guitar pick?,,,34
3768,Suppes/021006.cha,CHI,yup.,,,34
3769,Suppes/021006.cha,CAR,did you hold it all by yourself?,,,34
3770,Suppes/021006.cha,CHI,yup.,,,34
3771,Suppes/021006.cha,CHI,let's dip this in some water.,1.0,,34
3772,Suppes/021006.cha,CAR,what is this?,,,34
3773,Suppes/021006.cha,CHI,play dough.,1.0,,34
3774,Suppes/021006.cha,CHI,let's dip it in some water.,1.0,,34
3775,Suppes/021006.cha,CAR,oh I don't want water on it because it'll ruin the play dough.,,,34
3776,Suppes/021006.cha,CHI,oh.,,,34
3777,Suppes/021006.cha,CHI,here's some dog food.,1.0,,34
3778,Suppes/021006.cha,CAR,does Poy eat dog food?,,,34
3779,Suppes/021006.cha,CHI,yup.,,,34
3780,Suppes/021006.cha,CHI,there is dog food.,1.0,,34
3781,Suppes/021006.cha,CHI,is there is dog food.,0.0,,34
3782,Suppes/021006.cha,CHI,all is dog food.,-1.0,subject,34
3783,Suppes/021006.cha,CHI,is dog?,-1.0,"subject, determiner",34
3784,Suppes/021006.cha,CHI,this is dog food too you know?,1.0,,34
3785,Suppes/021006.cha,CAR,oh is it?,,,34
3786,Suppes/021006.cha,CHI,yup.,,,34
3787,Suppes/021006.cha,CHI,oh where's your little kitty cat?,1.0,,34
3788,Suppes/021006.cha,CAR,yeah I made a little kitty cat with that play dough.,,,34
3789,Suppes/021006.cha,CHI,yeah.,,,34
3790,Suppes/021006.cha,CHI,I wanna.,-1.0,object,34
3791,Suppes/021006.cha,CHI,this is dog food.,1.0,,34
3792,Suppes/021006.cha,CAR,okay you wanna make more dog food?,,,34
3793,Suppes/021006.cha,CHI,yup.,,,34
3794,Suppes/021006.cha,CHI,this is not a kitty.,1.0,,34
3795,Suppes/021006.cha,CAR,do you think he would like to eat it?,,,34
3796,Suppes/021006.cha,CHI,yup.,,,34
3797,Suppes/021006.cha,CHI,elephant's eating the peas.,-1.0,determiner,34
3798,Suppes/021006.cha,CAR,peas?,,,34
3799,Suppes/021006.cha,CAR,how about making some peanuts for the elephant?,,,34
3800,Suppes/021006.cha,CAR,or some hay?,,,34
3801,Suppes/021006.cha,CAR,isn't that what elephants eat?,,,34
3802,Suppes/021006.cha,CHI,this is.,-1.0,object,34
3803,Suppes/021006.cha,CHI,peanut for him.,-1.0,determiner,34
3804,Suppes/021006.cha,CHI,that for peanut for him.,-1.0,"verb, determiner",34
3805,Suppes/021006.cha,CHI,okay.,,,34
3806,Suppes/021006.cha,CHI,you put his head back on.,1.0,,34
3807,Suppes/021006.cha,CAR,oh did the elephant's head fall off?,,,34
3808,Suppes/021006.cha,CHI,yup.,,,34
3809,Suppes/021006.cha,CAR,okay now he's hungry.,,,34
3810,Suppes/021006.cha,CAR,what do you wanna give him to eat?,,,34
3811,Suppes/021006.cha,CHI,that peanuts.,-1.0,"verb, plural",34
3812,Suppes/021006.cha,CHI,he's eating it.,0.0,,34
3813,Suppes/021006.cha,CAR,does he like it?,,,34
3814,Suppes/021006.cha,CHI,yup.,,,34
3815,Suppes/021006.cha,CHI,what.,,,34
3816,Suppes/021006.cha,CHI,but the dog's gone.,1.0,,34
3817,Suppes/021006.cha,CHI,dog and kitties are gone.,-1.0,determiner,34
3818,Suppes/021006.cha,CAR,gone?,,,34
3819,Suppes/021006.cha,CHI,yup.,,,34
3820,Suppes/021006.cha,CAR,so they're not going to eat any more?,,,34
3821,Suppes/021006.cha,CAR,I think that doll looks pretty hungry.,,,34
3822,Suppes/021006.cha,CHI,oh this peanuts.,-1.0,plural,34
3823,Suppes/021006.cha,CHI,in here.,1.0,,34
3824,Suppes/021006.cha,CHI,not play dough.,-1.0,"subject, verb",34
3825,Suppes/021006.cha,CAR,those are peanuts in there?,,,34
3826,Suppes/021006.cha,CHI,yeah.,,,34
3827,Suppes/021006.cha,CAR,red peanuts?,,,34
3828,Suppes/021006.cha,CHI,yup.,,,34
3829,Suppes/021006.cha,CAR,that's a funny color for peanuts isn't it?,,,34
3830,Suppes/021006.cha,CAR,that's a funny color for peanuts isn't it?,,,34
3831,Suppes/021006.cha,CHI,brown they are.,-1.0,other,34
3832,Suppes/021006.cha,CAR,brown.,,,34
3833,Suppes/021006.cha,CAR,peanuts are usually brown aren't they?,,,34
3834,Suppes/021006.cha,CHI,yup.,,,34
3835,Suppes/021006.cha,CHI,oh I got a lot of play dough.,1.0,,34
3836,Suppes/021006.cha,CHI,I got lot of play dough.,-1.0,determiner,34
3837,Suppes/021006.cha,CAR,you do.,,,34
3838,Suppes/021006.cha,CAR,that's a very big box isn't it?,,,34
3839,Suppes/021006.cha,CHI,got lot of play dough Mommy.,-1.0,"subject, determiner",34
3840,Suppes/021006.cha,CHI,got lot of little play dough.,-1.0,"subject, determiner",34
3841,Suppes/021006.cha,CAR,I see.,,,34
3842,Suppes/021006.cha,CHI,where's my little play dough Mommy?,-1.0,other,34
3843,Suppes/021006.cha,CAR,what do you mean?,,,34
3844,Suppes/021006.cha,CAR,the little boxes of play dough?,,,34
3845,Suppes/021006.cha,CHI,yeah.,,,34
3846,Suppes/021006.cha,CAR,they were at your other house.,,,34
3847,Suppes/021006.cha,CAR,I'm afraid they got ruined so we had to leave them there.,,,34
3848,Suppes/021006.cha,CHI,oh.,,,34
3849,Suppes/021006.cha,CHI,what are you making?,1.0,,34
3850,Suppes/021006.cha,CAR,that's a great big omelette.,,,34
3851,Suppes/021006.cha,CHI,oh.,,,34
3852,Suppes/021006.cha,CAR,see.,,,34
3853,Suppes/021006.cha,CHI,this this a fish on my tummy.,-1.0,verb,34
3854,Suppes/021006.cha,CAR,what did you put on your tummy?,,,34
3855,Suppes/021006.cha,CHI,on you?,0.0,,34
3856,Suppes/021006.cha,CAR,can I have it?,,,34
3857,Suppes/021006.cha,CHI,yeah.,,,34
3858,Suppes/021006.cha,CHI,that's to my fingers.,-1.0,preposition,34
3859,Suppes/021006.cha,CHI,he he he's taking a rest now.,1.0,,34
3860,Suppes/021006.cha,CHI,do you see?,1.0,,34
3861,Suppes/021006.cha,CHI,fish.,,,34
3862,Suppes/021006.cha,CHI,oh him for a blanket.,-1.0,other,34
3863,Suppes/021006.cha,CHI,he has a blanket on now.,1.0,,34
3864,Suppes/021006.cha,CAR,put the fish on top of the elephant?,,,34
3865,Suppes/021006.cha,CHI,no he has.,-1.0,object,34
3866,Suppes/021006.cha,CHI,he has a blanket on him.,1.0,,34
3867,Suppes/021006.cha,CAR,maybe the fish would like to eat.,,,34
3868,Suppes/021006.cha,CHI,yeah.,,,34
3869,Suppes/021006.cha,CHI,he could eat this.,1.0,,34
3870,Suppes/021006.cha,CAR,make some fish food?,,,34
3871,Suppes/021006.cha,CHI,oh lookat lookat lookat.,-1.0,object,34
3872,Suppes/021006.cha,CAR,what happened?,,,34
3873,Suppes/021006.cha,CHI,the play dough stick to his eye.,-1.0,tense_aspect,34
3874,Suppes/021006.cha,CHI,one eye.,1.0,,34
3875,Suppes/021006.cha,CHI,to one eye.,1.0,,34
3876,Suppes/021006.cha,CAR,oh is the play dough stuck to the fish's eye?,,,34
3877,Suppes/021006.cha,CHI,yup.,,,34
3878,Suppes/021006.cha,CHI,this one is going to stick to that.,-1.0,object,34
3879,Suppes/021006.cha,CHI,play dough too.,1.0,,34
3880,Suppes/021006.cha,CAR,ummhm.,,,34
3881,Suppes/021006.cha,CHI,oh.,,,34
3882,Suppes/021006.cha,CAR,what are the fish doing?,,,34
3883,Suppes/021006.cha,CHI,oh.,,,34
3884,Suppes/021006.cha,CHI,the play dough on my tummy.,-1.0,verb,34
3885,Suppes/021006.cha,CAR,oh is there play dough on your tummy?,,,34
3886,Suppes/021006.cha,CHI,yup.,,,34
3887,Suppes/021006.cha,CHI,let's take all the play dough out.,1.0,,34
3888,Suppes/021006.cha,CAR,I'm afraid we'll make too much of a mess if we take it all out.,,,34
3889,Suppes/021006.cha,CHI,I wanna play with it.,1.0,,34
3890,Suppes/021006.cha,CAR,okay you can play with it.,,,34
3891,Suppes/021006.cha,CAR,what's that?,,,34
3892,Suppes/021006.cha,CHI,a omelette.,-1.0,determiner,34
3893,Suppes/021006.cha,CAR,oh my.,,,34
3894,Suppes/021006.cha,CAR,who's going to eat the omelette?,,,34
3895,Suppes/021006.cha,CHI,I am.,1.0,,34
3896,Suppes/021006.cha,CHI,let's a sandwich.,-1.0,verb,34
3897,Suppes/021006.cha,CHI,napkin.,,,34
3898,Suppes/021006.cha,CHI,this is a sandwich.,1.0,,34
3899,Suppes/021006.cha,CAR,it is?,,,34
3900,Suppes/021006.cha,CHI,yum yum yum yum.,0.0,,34
3901,Suppes/021006.cha,CHI,Mommy.,,,34
3902,Suppes/021006.cha,CAR,what did you eat at school yesterday?,,,34
3903,Suppes/021006.cha,CHI,food.,,,34
3904,Suppes/021006.cha,CHI,cake.,,,34
3905,Suppes/021006.cha,CAR,and what did you do to the cake?,,,34
3906,Suppes/021006.cha,CHI,eat it all up.,-1.0,"verb, tense_aspect",34
3907,Suppes/021006.cha,CAR,did you put something on top of it?,,,34
3908,Suppes/021006.cha,CHI,frost.,,,34
3909,Suppes/021006.cha,CAR,oh frosting.,,,34
3910,Suppes/021006.cha,CAR,was the frosting squishy?,,,34
3911,Suppes/021006.cha,CHI,yeah.,,,34
3912,Suppes/021006.cha,CHI,is on my bottom.,-1.0,subject,34
3913,Suppes/021006.cha,CAR,yeah I see.,,,34
3914,Suppes/021006.cha,CAR,let me see.,,,34
3915,Suppes/021006.cha,CAR,was the did the frosting feel like play dough?,,,34
3916,Suppes/021006.cha,CHI,yup.,,,34
3917,Suppes/021006.cha,CAR,sticky?,,,34
3918,Suppes/021006.cha,CHI,yeah.,,,34
3919,Suppes/021006.cha,CAR,how did you eat the frosting?,,,34
3920,Suppes/021006.cha,CAR,uh?,,,34
3921,Suppes/021006.cha,CAR,with your toes?,,,34
3922,Suppes/021006.cha,CHI,yup.,,,34
3923,Suppes/021006.cha,CAR,no.,,,34
3924,Suppes/021006.cha,CAR,what did you eat the frosting with?,,,34
3925,Suppes/021006.cha,CHI,with spoon.,-1.0,determiner,34
3926,Suppes/021006.cha,CAR,a spoon?,,,34
3927,Suppes/021006.cha,CAR,that must have been really good.,,,34
3928,Suppes/021006.cha,CHI,what's this?,1.0,,34
3929,Suppes/021006.cha,CAR,here's a little bracelet.,,,34
3930,Suppes/021006.cha,CAR,do you want me to put a bracelet on your arm?,,,34
3931,Suppes/021006.cha,CHI,yup.,,,34
3932,Suppes/021006.cha,CHI,is break.,-1.0,"subject, determiner",34
3933,Suppes/021006.cha,CHI,is broken.,-1.0,subject,34
3934,Suppes/021006.cha,CHI,oh it break.,-1.0,tense_aspect,34
3935,Suppes/021006.cha,CAR,where do you play with these fish?,,,34
3936,Suppes/021006.cha,CHI,in the bath tub.,1.0,,34
3937,Suppes/021006.cha,CAR,what do you do with them?,,,34
3938,Suppes/021006.cha,CHI,I put them in here.,1.0,,34
3939,Suppes/021006.cha,CAR,in the bath tub do you stick them somewhere?,,,34
3940,Suppes/021006.cha,CHI,nope I put them in the play dough.,1.0,,34
3941,Suppes/021006.cha,CAR,you putting them in the play dough now?,,,34
3942,Suppes/021006.cha,CAR,maybe you can make fish food for them.,,,34
3943,Suppes/021006.cha,CHI,nope.,,,34
3944,Suppes/021006.cha,CAR,here.,,,34
3945,Suppes/021006.cha,CAR,here's a piece of fish food.,,,34
3946,Suppes/021006.cha,CAR,see little tiny crumbs.,,,34
3947,Suppes/021006.cha,CHI,uh you all over me.,-1.0,verb,34
3948,Suppes/021006.cha,CAR,oh look at the poor play dough.,,,34
3949,Suppes/021006.cha,CAR,whoops.,,,34
3950,Suppes/021006.cha,CHI,throw play dough.,0.0,,34
3951,Suppes/021006.cha,CAR,it's all over the carpet.,,,34
3952,Suppes/021006.cha,CAR,we have to be very careful.,,,34
3953,Suppes/021006.cha,CHI,I wanna put it in there.,1.0,,34
3954,Suppes/021006.cha,CHI,in the top of the fish.,-1.0,preposition,34
3955,Suppes/021006.cha,CAR,how about making me some spaghetti?,,,34
3956,Suppes/021006.cha,CHI,no.,,,34
3957,Suppes/021006.cha,CAR,no?,,,34
3958,Suppes/021006.cha,CHI,nope.,,,34
3959,Suppes/021006.cha,CHI,not today because you have a tummy ache.,1.0,,34
3960,Suppes/021006.cha,CAR,what do I get to eat today?,,,34
3961,Suppes/021006.cha,CHI,bread and jam.,1.0,,34
3962,Suppes/021006.cha,CAR,bread and jam?,,,34
3963,Suppes/021006.cha,CAR,oh you mean like the little girl in the book.,,,34
3964,Suppes/021006.cha,CHI,yeah.,,,34
3965,Suppes/021006.cha,CHI,this is bread and jam okay?,1.0,,34
3966,Suppes/021006.cha,CAR,I see.,,,34
3967,Suppes/021006.cha,CHI,I'm going to put it in there for you now.,1.0,,34
3968,Suppes/021006.cha,CHI,for you to eat tomorrow.,1.0,,34
3969,Suppes/021006.cha,CHI,now all the fish go in there.,1.0,,34
3970,Suppes/021006.cha,CHI,and this is going to go in there?,1.0,,34
3971,Suppes/021006.cha,CAR,oh careful.,,,34
3972,Suppes/021006.cha,CAR,I'm afraid that the fish are going to get ruined.,,,34
3973,Suppes/021006.cha,CHI,oh.,,,34
3974,Suppes/021006.cha,CAR,we better take them out.,,,34
3975,Suppes/021006.cha,CAR,I don't think they like to be there.,,,34
3976,Suppes/021006.cha,CAR,they like to swim in the water don't they?,,,34
3977,Suppes/021006.cha,CHI,in that water.,1.0,,34
3978,Suppes/021006.cha,CAR,put them for a swim somewhere.,,,34
3979,Suppes/021006.cha,CHI,yup.,,,34
3980,Suppes/021006.cha,CHI,those fish too.,1.0,,34
3981,Suppes/021006.cha,CHI,these fish too.,1.0,,34
3982,Suppes/021006.cha,CHI,these fish.,1.0,,34
3983,Suppes/021006.cha,CHI,I'm going to.,-1.0,verb,34
3984,Suppes/021006.cha,CAR,what are you doing?,,,34
3985,Suppes/021006.cha,CAR,what.,,,34
3986,Suppes/021006.cha,CHI,bake.,,,34
3987,Suppes/021006.cha,CHI,baking.,,,34
3988,Suppes/021006.cha,CAR,baking?,,,34
3989,Suppes/021006.cha,CHI,yeah.,,,34
3990,Suppes/021006.cha,CAR,baking what?,,,34
3991,Suppes/021006.cha,CAR,um?,,,34
3992,Suppes/021006.cha,CAR,careful honey make it on here because you're making the play dough go all over the rug.,,,34
3993,Suppes/021006.cha,CHI,now put the little top on there.,0.0,,34
3994,Suppes/021006.cha,CAR,the cover on the pot?,,,34
3995,Suppes/021006.cha,CHI,let's play with the play dough.,1.0,,34
3996,Suppes/021006.cha,CAR,what are you making in that pot?,,,34
3997,Suppes/021006.cha,CHI,bacon.,,,34
3998,Suppes/021006.cha,CAR,did you have bacon at the restaurant the other day?,,,34
3999,Suppes/021006.cha,CHI,yup.,,,34
4000,Suppes/021006.cha,CHI,said yes.,-1.0,subject,34
4001,Suppes/021006.cha,CHI,I wanna.,-1.0,verb,34
4002,Suppes/021006.cha,CHI,I wanna go downstairs.,1.0,,34
4003,Suppes/021006.cha,CAR,in a little while we can go downstairs.,,,34
4004,Suppes/021006.cha,CAR,let's put this away.,,,34
4005,Suppes/021006.cha,CHI,no this.,1.0,,34
4006,Suppes/021006.cha,CHI,this is for the jam in here.,1.0,,34
4007,Suppes/021006.cha,CHI,in the big.,-1.0,subject,34
4008,Suppes/021006.cha,CAR,oh.,,,34
4009,Suppes/021006.cha,CHI,and this is a big right here.,-1.0,object,34
4010,Suppes/021006.cha,CHI,okay?,,,34
4011,Suppes/021006.cha,CHI,right there.,1.0,,34
4012,Suppes/021006.cha,CHI,okay?,,,34
4013,Suppes/021006.cha,CAR,it is?,,,34
4014,Suppes/021006.cha,CHI,for you.,1.0,,34
4015,Suppes/021006.cha,CAR,oh thank you.,,,34
4016,Suppes/021006.cha,CAR,do you like to cook?,,,34
4017,Suppes/021006.cha,CHI,yeah.,,,34
4018,Suppes/021006.cha,CAR,what else would you like to cook for me?,,,34
4019,Suppes/021006.cha,CHI,a noun.,0.0,,34
4020,Suppes/021006.cha,CHI,a noun to eat.,0.0,,34
4021,Suppes/021006.cha,CHI,noun.,,,34
4022,Suppes/021006.cha,CAR,a what?,,,34
4023,Suppes/021006.cha,CHI,a pickle and a noun to eat.,0.0,,34
4024,Suppes/021006.cha,CAR,what's a noun?,,,34
4025,Suppes/021006.cha,CHI,it's a noun.,0.0,,34
4026,Suppes/021006.cha,CHI,is a little.,-1.0,"subject, object",34
4027,Suppes/021006.cha,CHI,Momma.,,,34
4028,Suppes/021006.cha,CAR,can you cook me some vegetables?,,,34
4029,Suppes/021006.cha,CHI,nope.,,,34
4030,Suppes/021006.cha,CHI,these are vegetables.,1.0,,34
4031,Suppes/021006.cha,CAR,can you make squash?,,,34
4032,Suppes/021006.cha,CHI,yup.,,,34
4033,Suppes/021006.cha,CAR,were the squash good that I made for you last night?,,,34
4034,Suppes/021006.cha,CHI,yup.,,,34
4035,Suppes/021006.cha,CAR,what did we put on it?,,,34
4036,Suppes/021006.cha,CHI,tomatoes squash spaghetti for you eat.,-1.0,preposition,34
4037,Suppes/021006.cha,CAR,that's going to be a big supper isn't it?,,,34
4038,Suppes/021006.cha,CHI,yup.,,,34
4039,Suppes/021006.cha,CHI,here's coming.,-1.0,other,34
4040,Suppes/021006.cha,CHI,here is coming.,-1.0,other,34
4041,Suppes/021006.cha,CHI,here is.,-1.0,object,34
4042,Suppes/021006.cha,CHI,here is a little plate for you.,1.0,,34
4043,Suppes/021006.cha,CAR,thank you.,,,34
4044,Suppes/021006.cha,CHI,where's little plates?,-1.0,"determiner, sv_agreement",34
4045,Suppes/021006.cha,CHI,where's these plates?,-1.0,sv_agreement,34
4046,Suppes/021006.cha,CAR,oh we don't have any silverware.,,,34
4047,Suppes/021006.cha,CAR,I guess I'll have to eat with my hands.,,,34
4048,Suppes/021006.cha,CHI,yup.,,,34
4049,Suppes/021006.cha,CHI,that's.,,,34
4050,Suppes/021006.cha,CAR,could you make some grapes for me?,,,34
4051,Suppes/021006.cha,CHI,yup.,,,34
4052,Suppes/021006.cha,CHI,right there.,0.0,,34
4053,Suppes/021006.cha,CAR,what are you cooking?,,,34
4054,Suppes/021006.cha,CHI,nothing.,,,34
4055,Suppes/021006.cha,CHI,nothing now.,1.0,,34
4056,Suppes/021006.cha,CAR,oh no?,,,34
4057,Suppes/021006.cha,CHI,let's take it out of that home.,1.0,,34
4058,Suppes/021006.cha,CAR,no because it will spill.,,,34
4059,Suppes/021006.cha,CAR,we have to keep it in here see.,,,34
4060,Suppes/021006.cha,CAR,keep it on here.,,,34
4061,Suppes/021006.cha,CHI,let's.,,,34
4062,Suppes/021006.cha,CHI,you sit you sit on this chair right here.,0.0,,34
4063,Suppes/021006.cha,CAR,and then what?,,,34
4064,Suppes/021006.cha,CHI,then get off and go to piglet's.,1.0,,34
4065,Suppes/021006.cha,CAR,oh and afterwards we're going to go to piglet's.,,,34
4066,Suppes/021006.cha,CAR,this afternoon would you like to go and play with piglet?,,,34
4067,Suppes/021006.cha,CHI,now.,,,34
4068,Suppes/021006.cha,CAR,in a little while.,,,34
4069,Suppes/021006.cha,CHI,when we finish playing with these?,1.0,,34
4070,Suppes/021006.cha,CAR,where did you get this?,,,34
4071,Suppes/021006.cha,CAR,oh where did you get this?,,,34
4072,Suppes/021006.cha,CHI,she like to have this and you like to have that.,-1.0,sv_agreement,34
4073,Suppes/021006.cha,CAR,oh do you wanna take this to Debbie's house?,,,34
4074,Suppes/021006.cha,CHI,yeah.,,,34
4075,Suppes/021006.cha,CAR,what is it?,,,34
4076,Suppes/021006.cha,CHI,a puppet.,1.0,,34
4077,Suppes/021006.cha,CAR,it pops up doesn't it?,,,34
4078,Suppes/021006.cha,CAR,where did you get this puppet?,,,34
4079,Suppes/021006.cha,CAR,you remember?,,,34
4080,Suppes/021006.cha,CHI,yeah.,,,34
4081,Suppes/021006.cha,CAR,where?,,,34
4082,Suppes/021006.cha,CHI,at the fair.,1.0,,34
4083,Suppes/021006.cha,CAR,oh what's this?,,,34
4084,Suppes/021006.cha,CHI,hair.,,,34
4085,Suppes/021006.cha,CAR,it's soft isn't it?,,,34
4086,Suppes/021006.cha,CAR,where's the puppet?,,,34
4087,Suppes/021006.cha,CAR,I don't see him.,,,34
4088,Suppes/021006.cha,CAR,where is he?,,,34
4089,Suppes/021006.cha,CHI,I think he's on you.,1.0,,34
4090,Suppes/021006.cha,CAR,you thinks he's on me.,,,34
4091,Suppes/021006.cha,CAR,oh there he is.,,,34
4092,Suppes/021006.cha,CHI,where is he this time?,1.0,,34
4093,Suppes/021006.cha,CHI,I think he's under that bed.,1.0,,34
4094,Suppes/021006.cha,CAR,you think he's under that bed?,,,34
4095,Suppes/021006.cha,CAR,where is the puppet?,,,34
4096,Suppes/021006.cha,CHI,under there.,1.0,,34
4097,Suppes/021006.cha,CAR,you think so?,,,34
4098,Suppes/021006.cha,CHI,yup.,,,34
4099,Suppes/021006.cha,CAR,I wonder where he is.,,,34
4100,Suppes/021006.cha,CHI,here he is.,1.0,,34
4101,Suppes/021006.cha,CHI,here his is.,-1.0,object,34
4102,Suppes/021006.cha,CAR,did he just pop up?,,,34
4103,Suppes/021006.cha,CHI,don't step on their food.,1.0,,34
4104,Suppes/021006.cha,CAR,what is he wearing?,,,34
4105,Suppes/021006.cha,CHI,nice hair.,1.0,,34
4106,Suppes/021006.cha,CAR,does he have nice hair?,,,34
4107,Suppes/021006.cha,CHI,yup.,,,34
4108,Suppes/021006.cha,CAR,oh it's soft.,,,34
4109,Suppes/021006.cha,CHI,oh.,,,34
4110,Suppes/021006.cha,CHI,here tickling.,-1.0,other,34
4111,Suppes/021006.cha,CHI,tickle.,,,34
4112,Suppes/021006.cha,CHI,tickle.,,,34
4113,Suppes/021006.cha,CHI,tickle.,,,34
4114,Suppes/021006.cha,CAR,let me feel his hair.,,,34
4115,Suppes/021006.cha,CAR,oh lookat.,,,34
4116,Suppes/021006.cha,CAR,is he happy or sad?,,,34
4117,Suppes/021006.cha,CHI,happy.,,,34
4118,Suppes/021006.cha,CAR,look at his mouth.,,,34
4119,Suppes/021006.cha,CAR,oh a big kiss to my girl.,,,34
4120,Suppes/021006.cha,CAR,oh you're getting to be so big.,,,34
4121,Suppes/021006.cha,CAR,you're going to school now.,,,34
4122,Suppes/021006.cha,CAR,that's fun isn't it?,,,34
4123,Suppes/021006.cha,CHI,I wanna go to school again.,1.0,,34
4124,Suppes/021006.cha,CAR,yeah will you bring your lunch to school?,,,34
4125,Suppes/021006.cha,CHI,I want a little pot cook your food.,-1.0,tense_aspect,34
4126,Suppes/021006.cha,CHI,put it back on here with the other one.,0.0,,34
4127,Suppes/021006.cha,CAR,where shall I put this pot?,,,34
4128,Suppes/021006.cha,CHI,on there.,1.0,,34
4129,Suppes/021006.cha,CHI,cause you could eat it with your hands.,1.0,,34
4130,Suppes/021006.cha,CAR,is it time to cook now?,,,34
4131,Suppes/021006.cha,CHI,yup.,,,34
4132,Suppes/021006.cha,CHI,it's going to go on the oven.,-1.0,preposition,34
4133,Suppes/021006.cha,CHI,hot hot hot.,0.0,,34
4134,Suppes/021006.cha,CAR,the oven is hot?,,,34
4135,Suppes/021006.cha,CAR,oh I like this doll.,,,34
4136,Suppes/021006.cha,CHI,hot.,,,34
